"card_present_flag","account","txn_description","first_name","balance","date","gender","age","merchant_suburb","merchant_state","amount","customer_id","Tstamp"
"1","ACC-1598451071","SALES-POS","Diana",1145.35,2018-08-19,"F",26,"Alstonville","NSW",16.68,"CUS-2487424745",2018-08-19 10:02:21
"1","ACC-1990648130","SALES-POS","Kaitlyn",3193.08,2018-08-19,"F",21,"Meadow","WA",45.95,"CUS-809013380",2018-08-19 10:10:45
"1","ACC-4163822186","POS","Karen",4472.98,2018-08-19,"F",26,"Torrens Park","SA",19.76,"CUS-2630892467",2018-08-19 10:19:09
"1","ACC-1598451071","POS","Diana",1128.51,2018-08-19,"F",26,"MERMAID WATERS","QLD",16.84,"CUS-2487424745",2018-08-19 10:27:33
"0","ACC-1990648130","SALES-POS","Kaitlyn",3180.19,2018-08-19,"F",21,"Lismore","NSW",12.89,"CUS-809013380",2018-08-19 10:35:57
"1","ACC-1056639002","SALES-POS","Michael",43118.44,2018-08-19,"M",22,"Kew","VIC",6.84,"CUS-3462882033",2018-08-19 10:44:22
"0","ACC-2673069055","SALES-POS","Richard",16357.58,2018-08-19,"M",24,"Eagleby","QLD",14.66,"CUS-51506836",2018-08-19 10:52:46
"1","ACC-1598451071","SALES-POS","Diana",1112.91,2018-08-19,"F",26,"Highett","VIC",15.6,"CUS-2487424745",2018-08-19 11:01:19
"1","ACC-2249586092","SALES-POS","Edward",4924.73,2018-08-19,"M",19,"Tuart Hill","WA",13.89,"CUS-443776336",2018-08-19 11:10:45
"1","ACC-37709441","SALES-POS","Charles",3576.4,2018-08-19,"M",18,"Arundel","QLD",17.06,"CUS-3336454548",2018-08-19 11:20:11
"1","ACC-1056639002","POS","Michael",43105.03,2018-08-19,"M",22,"Clayton","VIC",13.41,"CUS-3462882033",2018-08-19 11:29:37
"1","ACC-602667573","SALES-POS","Michael",3884.19,2018-08-19,"M",40,"Liverpool","NSW",16.96,"CUS-2031327464",2018-08-19 11:39:03
"0","ACC-37709441","SALES-POS","Charles",3562.02,2018-08-19,"M",18,"Mermaid Beach","QLD",14.38,"CUS-3336454548",2018-08-19 11:48:29
"1","ACC-854938045","SALES-POS","James",8047.27,2018-08-19,"M",28,"Branxholm","TAS",25.35,"CUS-4023861240",2018-08-19 11:57:55
"1","ACC-1037050564","POS","Rhonda",1758.35,2018-08-19,"F",40,"Beerwah","QLD",22.49,"CUS-1614226872",2018-08-19 12:14:59
"0","ACC-3771436525","SALES-POS","Derek",517.29,2018-08-19,"M",20,"Wantirna South","VIC",18.16,"CUS-3325710106",2018-08-19 12:34:13
"1","ACC-182446574","POS","Tonya",4306.79,2018-08-19,"F",27,"Success","WA",17.84,"CUS-3026014945",2018-08-19 12:53:27
"0","ACC-1598451071","SALES-POS","Diana",1108.12,2018-08-19,"F",26,"Upper Coomera","QLD",4.79,"CUS-2487424745",2018-08-19 13:13:11
"1","ACC-3771436525","SALES-POS","Derek",514.19,2018-08-19,"M",20,"Footscray","VIC",3.1,"CUS-3325710106",2018-08-19 13:33:11
"0","ACC-37709441","POS","Charles",3533.92,2018-08-19,"M",18,"Robina","QLD",28.1,"CUS-3336454548",2018-08-19 13:53:11
"1","ACC-1334819143","SALES-POS","Christopher",58764.15,2018-08-19,"M",33,"Hamilton","VIC",36.55,"CUS-3117610635",2018-08-19 14:08:21
"1","ACC-1334819143","POS","Christopher",58672.76,2018-08-19,"M",33,"Burleigh Heads","QLD",91.39,"CUS-3117610635",2018-08-19 14:21:00
"1","ACC-1710017148","POS","Michelle",4012.15,2018-08-19,"F",19,"Warilla","NSW",12.33,"CUS-883482547",2018-08-19 14:33:40
"1","ACC-182446574","POS","Tonya",4293.38,2018-08-19,"F",27,"Ceduna","SA",13.41,"CUS-3026014945",2018-08-19 14:46:19
"1","ACC-1608363396","POS","Robert",2902.34,2018-08-19,"M",20,"Mount Druitt","NSW",21.43,"CUS-2688605418",2018-08-19 14:58:59
"1","ACC-2153562714","POS","Linda",456.43,2018-08-19,"F",24,"Albion","VIC",53.03,"CUS-423725039",2018-08-19 15:12:15
"1","ACC-1710017148","SALES-POS","Michelle",3944.87,2018-08-19,"F",19,"Frenchs Forest","NSW",67.28,"CUS-883482547",2018-08-19 15:25:35
"1","ACC-1598451071","SALES-POS","Diana",1104.01,2018-08-19,"F",26,"Point Lookout","QLD",4.11,"CUS-2487424745",2018-08-19 15:38:55
"1","ACC-4065652575","POS","Lucas",5314.92,2018-08-19,"M",21,"Sydney","NSW",46.76,"CUS-1117979751",2018-08-19 15:52:15
"1","ACC-1056639002","SALES-POS","Michael",43074.12,2018-08-19,"M",22,"Noble Park","VIC",30.91,"CUS-3462882033",2018-08-19 16:08:44
"1","ACC-559365433","SALES-POS","Mary",1400.42,2018-08-19,"F",64,"Port Douglas","QLD",30.92,"CUS-1654129794",2018-08-19 16:29:34
"1","ACC-3536132544","SALES-POS","Heather",1208.82,2018-08-19,"F",41,"Belgrave","VIC",11.93,"CUS-2348881191",2018-08-19 16:50:24
"1","ACC-3689607373","POS","Virginia",3554.85,2018-08-19,"F",20,"Mount Hawthorn","WA",17.37,"CUS-127297539",2018-08-19 17:09:28
"0","ACC-1598451071","SALES-POS","Diana",1098.55,2018-08-19,"F",26,"Upper Coomera","QLD",5.46,"CUS-2487424745",2018-08-19 17:27:01
"1","ACC-1990648130","POS","Kaitlyn",3172.44,2018-08-19,"F",21,"Laverton","WA",7.75,"CUS-809013380",2018-08-19 17:44:33
"1","ACC-4065652575","POS","Lucas",5300.07,2018-08-19,"M",21,"Laurieton","NSW",14.85,"CUS-1117979751",2018-08-19 18:03:14
"1","ACC-588564840","POS","Isaiah",9722.01,2018-08-19,"M",23,"Ashfield","NSW",326.69,"CUS-1462656821",2018-08-19 18:30:16
"1","ACC-3536132544","POS","Heather",1175.3,2018-08-19,"F",41,"Ashwood","VIC",33.52,"CUS-2348881191",2018-08-19 18:57:17
"1","ACC-1598451071","SALES-POS","Diana",1085.52,2018-08-19,"F",26,"Byron Bay","NSW",13.03,"CUS-2487424745",2018-08-19 19:16:04
"0","ACC-1334819143","POS","Christopher",58630.95,2018-08-19,"M",33,"Docklands","VIC",41.81,"CUS-3117610635",2018-08-19 19:33:55
"1","ACC-211792489","POS","Jacqueline",1974.07,2018-08-19,"F",30,"Pooraka","SA",46.51,"CUS-497688347",2018-08-19 19:51:47
"1","ACC-3485804958","SALES-POS","Jessica",18609,2018-08-19,"F",34,"Nowra","NSW",20.02,"CUS-1196156254",2018-08-19 20:09:09
"0","ACC-2673069055","POS","Richard",16325.73,2018-08-19,"M",24,"South Grafton","NSW",31.85,"CUS-51506836",2018-08-19 20:26:06
"0","ACC-847145727","POS","Michael",52555.93,2018-08-19,"M",19,"Clarkson","WA",13.67,"CUS-1609060617",2018-08-19 20:43:03
"1","ACC-154431271","SALES-POS","Lori",799.08,2018-08-19,"F",18,"Eight Mile Plains","QLD",9.56,"CUS-3702001629",2018-08-19 20:59:59
"1","ACC-1496451953","SALES-POS","Ricky",4362.13,2018-08-19,"M",43,"Melbourne","VIC",20.71,"CUS-3142625864",2018-08-19 21:13:19
"1","ACC-964839203","SALES-POS","Michael",31576.01,2018-08-19,"M",21,"Frankston","VIC",78.55,"CUS-2059096722",2018-08-19 21:26:39
"1","ACC-1056639002","SALES-POS","Michael",42966.65,2018-08-19,"M",22,"Collingwood","VIC",107.47,"CUS-3462882033",2018-08-19 21:39:59
"0","ACC-3771436525","POS","Derek",492.13,2018-08-19,"M",20,"Melbourne","VIC",22.06,"CUS-3325710106",2018-08-19 21:53:19
"1","ACC-1710017148","SALES-POS","Michelle",3918.06,2018-08-19,"F",19,"Newtown","NSW",26.81,"CUS-883482547",2018-08-19 22:10:24
"0","ACC-3536132544","SALES-POS","Heather",1107.32,2018-08-19,"F",41,"Hampton","VIC",67.98,"CUS-2348881191",2018-08-19 22:31:14
"1","ACC-1334819143","SALES-POS","Christopher",58615.75,2018-08-19,"M",33,"Monbulk","VIC",15.2,"CUS-3117610635",2018-08-19 22:52:04
"1","ACC-964839203","SALES-POS","Michael",31543.78,2018-08-19,"M",21,"Vivonne Bay","SA",32.23,"CUS-2059096722",2018-08-19 23:09:15
"1","ACC-1710017148","SALES-POS","Michelle",3881.72,2018-08-19,"F",19,"Hurstville","NSW",36.34,"CUS-883482547",2018-08-19 23:24:10
"0","ACC-2528867619","SALES-POS","Abigail",4963.17,2018-08-19,"F",40,"Wingfield","SA",39.14,"CUS-2505971401",2018-08-19 23:39:06
"1","ACC-1037050564","SALES-POS","Rhonda",1744.96,2018-08-19,"F",40,"Spring Hill","QLD",13.39,"CUS-1614226872",2018-08-19 23:54:01
"1","ACC-2828321672","POS","Stephanie",1070.93,2018-08-20,"F",53,"Nundah","QLD",11.12,"CUS-1005756958",2018-08-20 00:11:59
"1","ACC-1598451071","SALES-POS","Diana",1076.4,2018-08-20,"F",26,"Pilton","QLD",9.12,"CUS-2487424745",2018-08-20 00:31:59
"1","ACC-1598451071","SALES-POS","Diana",1068.06,2018-08-20,"F",26,"Coorparoo","QLD",8.34,"CUS-2487424745",2018-08-20 00:51:59
"1","ACC-240804743","SALES-POS","Kenneth",3591.75,2018-08-20,"M",29,"Subiaco","WA",39.62,"CUS-261674136",2018-08-20 01:20:41
"1","ACC-847145727","SALES-POS","Michael",52515.77,2018-08-20,"M",19,"York","WA",40.16,"CUS-1609060617",2018-08-20 01:55:10
"1","ACC-2673069055","POS","Richard",16305.91,2018-08-20,"M",24,"Mount Cotton","QLD",19.82,"CUS-51506836",2018-08-20 07:25:59
"1","ACC-1496451953","SALES-POS","Ricky",4322.62,2018-08-20,"M",43,"Sunshine","VIC",39.51,"CUS-3142625864",2018-08-20 08:18:51
"0","ACC-2890243754","POS","Joseph",2094.89,2018-08-20,"M",37,"Beaudesert","QLD",10.73,"CUS-2695611575",2018-08-20 08:47:25
"1","ACC-588564840","POS","Isaiah",9683.01,2018-08-20,"M",23,"Sydney","NSW",39,"CUS-1462656821",2018-08-20 09:02:23
"1","ACC-3954677887","POS","Ruth",2263.47,2018-08-20,"F",47,"Balladonia","WA",42.91,"CUS-3716701010",2018-08-20 09:06:39
"1","ACC-240804743","SALES-POS","Kenneth",3555.91,2018-08-20,"M",29,"Claremont","WA",35.84,"CUS-261674136",2018-08-20 09:10:56
"1","ACC-3954677887","SALES-POS","Ruth",2240.45,2018-08-20,"F",47,"Cooloongup","WA",23.02,"CUS-3716701010",2018-08-20 09:15:12
"0","ACC-3100725361","SALES-POS","Ronald",991.27,2018-08-20,"M",25,"Fawkner","VIC",6.43,"CUS-2178051368",2018-08-20 09:19:29
"1","ACC-1598451071","SALES-POS","Diana",1062.06,2018-08-20,"F",26,"Caffey","QLD",6,"CUS-2487424745",2018-08-20 09:23:45
"1","ACC-1199531521","POS","Billy",6922.84,2018-08-20,"M",52,"Karrinyup","WA",18.44,"CUS-134833760",2018-08-20 09:28:02
"1","ACC-588564840","SALES-POS","Isaiah",9578.01,2018-08-20,"M",23,"Bankstown","NSW",105,"CUS-1462656821",2018-08-20 09:32:18
"1","ACC-1710017148","POS","Michelle",3854.14,2018-08-20,"F",19,"Sydney","NSW",27.58,"CUS-883482547",2018-08-20 09:36:34
"1","ACC-182446574","POS","Tonya",4270,2018-08-20,"F",27,"Midland","WA",23.38,"CUS-3026014945",2018-08-20 09:40:51
"1","ACC-3954677887","SALES-POS","Ruth",2235.23,2018-08-20,"F",47,"Waterloo","NSW",5.22,"CUS-3716701010",2018-08-20 09:45:07
"1","ACC-1349834573","POS","Matthew",8396.35,2018-08-20,"M",39,"Bairnsdale","VIC",53.39,"CUS-1790886359",2018-08-20 09:49:24
"1","ACC-2970114956","POS","Robert",6826.33,2018-08-20,"M",26,"Reservoir","VIC",12.56,"CUS-880898248",2018-08-20 09:53:40
"0","ACC-847145727","SALES-POS","Michael",52481.83,2018-08-20,"M",19,"Joondalup","WA",33.94,"CUS-1609060617",2018-08-20 09:57:56
"1","ACC-4065652575","POS","Lucas",5279.76,2018-08-20,"M",21,"Broken Hill","NSW",20.31,"CUS-1117979751",2018-08-20 10:04:43
"0","ACC-1710017148","POS","Michelle",3838.83,2018-08-20,"F",19,"Penrith","NSW",15.31,"CUS-883482547",2018-08-20 10:13:49
"0","ACC-1710017148","POS","Michelle",3786.89,2018-08-20,"F",19,"Narellan","NSW",51.94,"CUS-883482547",2018-08-20 10:22:54
"1","ACC-3771436525","POS","Derek",473.44,2018-08-20,"M",20,"Eastwood","VIC",18.69,"CUS-3325710106",2018-08-20 10:31:59
"1","ACC-4258502723","POS","Kimberly",1338.02,2018-08-20,"F",24,"Melbourne Airport","VIC",315.39,"CUS-3378712515",2018-08-20 10:41:05
"0","ACC-1037050564","POS","Rhonda",1736.53,2018-08-20,"F",40,"Mooloolaba","QLD",8.43,"CUS-1614226872",2018-08-20 10:50:10
"1","ACC-3021093232","POS","Melissa",2900.47,2018-08-20,"F",30,"Bega","NSW",23.09,"CUS-55310383",2018-08-20 10:59:16
"1","ACC-2673069055","POS","Richard",16252.34,2018-08-20,"M",24,"Calliope","NSW",14.57,"CUS-51506836",2018-08-20 11:15:51
"1","ACC-574997646","SALES-POS","Mackenzie",1701.91,2018-08-20,"F",18,"Busselton","WA",20,"CUS-586638664",2018-08-20 11:33:06
"1","ACC-2890243754","POS","Joseph",2080.22,2018-08-20,"M",37,"Labrador","QLD",14.67,"CUS-2695611575",2018-08-20 11:50:20
"0","ACC-354106658","POS","Christine",8015.31,2018-08-20,"F",39,"Hornsby","NSW",54.08,"CUS-2376382098",2018-08-20 12:10:13
"1","ACC-182446574","POS","Tonya",4178.13,2018-08-20,"F",27,"Frankston","VIC",91.87,"CUS-3026014945",2018-08-20 12:33:29
"0","ACC-4258502723","POS","Kimberly",1034.92,2018-08-20,"F",24,"South Melbourne","VIC",303.1,"CUS-3378712515",2018-08-20 12:56:44
"1","ACC-2890243754","POS","Joseph",2070.86,2018-08-20,"M",37,"Ashmore","QLD",9.36,"CUS-2695611575",2018-08-20 13:20:28
"1","ACC-1037050564","POS","Rhonda",2612.44,2018-08-20,"F",40,"Jindalee","QLD",16.18,"CUS-1614226872",2018-08-20 13:44:17
"1","ACC-3689607373","POS","Virginia",3544.46,2018-08-20,"F",20,"East Fremantle","WA",10.39,"CUS-127297539",2018-08-20 14:08:43
"0","ACC-1037050564","POS","Rhonda",2590.44,2018-08-20,"F",40,"Helensvale","QLD",22,"CUS-1614226872",2018-08-20 14:34:21
"0","ACC-1243371644","SALES-POS","Gregory",1428.23,2018-08-20,"M",42,"Busselton","WA",165.26,"CUS-3904958894",2018-08-20 14:59:59
"1","ACC-819621312","SALES-POS","Michele",2627.02,2018-08-20,"F",30,"Brunswick East","VIC",18.39,"CUS-1271030853",2018-08-20 15:19:59
"1","ACC-354106658","POS","Christine",7948.7,2018-08-20,"F",39,"Terrey Hills","NSW",66.61,"CUS-2376382098",2018-08-20 15:39:59
"1","ACC-958000567","SALES-POS","Sandra",2318.05,2018-08-20,"F",34,"Bakewell","NT",17.81,"CUS-4142663097",2018-08-20 15:59:59
"1","ACC-2920611728","POS","Tyler",3435.2,2018-08-20,"M",69,"Wheelers Hill","VIC",22.06,"CUS-1388323263",2018-08-20 16:28:34
"1","ACC-819621312","SALES-POS","Michele",2535.92,2018-08-20,"F",30,"Melbourne","VIC",36.1,"CUS-1271030853",2018-08-20 16:57:08
"1","ACC-4258502723","POS","Kimberly",2083.91,2018-08-20,"F",24,"Broadmeadows","VIC",10.85,"CUS-3378712515",2018-08-20 17:29:01
"1","ACC-1037050564","SALES-POS","Rhonda",2578.05,2018-08-20,"F",40,"Sunshine Beach","QLD",12.39,"CUS-1614226872",2018-08-20 18:01:25
"1","ACC-4065652575","POS","Lucas",8802.46,2018-08-20,"M",21,"Willetton","WA",15.95,"CUS-1117979751",2018-08-20 18:37:08
"1","ACC-2153562714","SALES-POS","Linda",439.97,2018-08-20,"F",24,"Fremantle","WA",16.46,"CUS-423725039",2018-08-20 19:15:39
"1","ACC-1516130869","POS","Jessica",1909.52,2018-08-20,"F",21,"Darwin City","NT",24.88,"CUS-325142416",2018-08-20 19:59:07
"0","ACC-1056639002","POS","Michael",42956.84,2018-08-20,"M",22,"Malvern","VIC",9.81,"CUS-3462882033",2018-08-20 20:31:36
"1","ACC-3536132544","POS","Heather",1090.83,2018-08-20,"F",41,"Docklands","VIC",16.49,"CUS-2348881191",2018-08-20 21:03:38
"1","ACC-2153562714","POS","Linda",410.92,2018-08-20,"F",24,"Booragoon","WA",29.05,"CUS-423725039",2018-08-20 21:33:56
"1","ACC-958000567","POS","Sandra",2240.29,2018-08-20,"F",34,"Sydney","NSW",77.76,"CUS-4142663097",2018-08-20 22:04:30
"1","ACC-1516130869","POS","Jessica",1887.92,2018-08-20,"F",21,"North Lakes","NT",21.6,"CUS-325142416",2018-08-20 22:36:46
"1","ACC-819621312","POS","Michele",2514.96,2018-08-20,"F",30,"Brunswick","VIC",20.96,"CUS-1271030853",2018-08-20 23:09:01
"1","ACC-211792489","SALES-POS","Jacqueline",1887.61,2018-08-20,"F",30,"West Lakes","SA",86.46,"CUS-497688347",2018-08-20 23:41:17
"1","ACC-4065652575","POS","Lucas",8772.76,2018-08-21,"M",21,"Booragoon","WA",29.7,"CUS-1117979751",2018-08-21 00:11:39
"1","ACC-2153562714","POS","Linda",384.65,2018-08-21,"F",24,"Kalamunda","WA",26.27,"CUS-423725039",2018-08-21 00:39:26
"1","ACC-2153562714","SALES-POS","Linda",354.99,2018-08-21,"F",24,"Mount Hawthorn","WA",29.66,"CUS-423725039",2018-08-21 01:05:31
"1","ACC-2890243754","POS","Joseph",2061.42,2018-08-21,"M",37,"Beaudesert","QLD",9.44,"CUS-2695611575",2018-08-21 01:26:48
"1","ACC-2988263882","SALES-POS","Michael",3308.52,2018-08-21,"M",44,"Melton South","VIC",35.84,"CUS-1233833708",2018-08-21 01:48:05
"1","ACC-2890243754","SALES-POS","Joseph",2050.04,2018-08-21,"M",37,"Leinster","WA",11.38,"CUS-2695611575",2018-08-21 04:12:29
"1","ACC-3536132544","SALES-POS","Heather",1066.32,2018-08-21,"F",41,"Heidelberg","VIC",24.51,"CUS-2348881191",2018-08-21 06:19:59
"0","ACC-1438600314","SALES-POS","Maria",3660.85,2018-08-21,"F",35,"Belconnen","ACT",24.37,"CUS-2650223890",2018-08-21 07:44:42
"1","ACC-588564840","SALES-POS","Isaiah",9370.01,2018-08-21,"M",23,"Tempe","NSW",208,"CUS-1462656821",2018-08-21 08:13:57
"1","ACC-2828321672","SALES-POS","Stephanie",1039,2018-08-21,"F",53,"Mount Warren Park","QLD",31.93,"CUS-1005756958",2018-08-21 08:32:49
"1","ACC-1334819143","SALES-POS","Christopher",58500.29,2018-08-21,"M",33,"Camberwell","VIC",115.46,"CUS-3117610635",2018-08-21 08:51:41
"1","ACC-2988263882","SALES-POS","Michael",3289.99,2018-08-21,"M",44,"Tullamarine","VIC",18.53,"CUS-1233833708",2018-08-21 09:02:19
"1","ACC-588564840","POS","Isaiah",9364.54,2018-08-21,"M",23,"Penrith","NSW",5.47,"CUS-1462656821",2018-08-21 09:06:28
"1","ACC-1598451071","POS","Diana",975.48,2018-08-21,"F",26,"Macquarie Park","NSW",30.58,"CUS-2487424745",2018-08-21 09:10:37
"1","ACC-819621312","SALES-POS","Michele",2479.53,2018-08-21,"F",30,"Murrumbeena","VIC",35.43,"CUS-1271030853",2018-08-21 09:14:46
"0","ACC-1598451071","POS","Diana",971.15,2018-08-21,"F",26,"Rowville","VIC",4.33,"CUS-2487424745",2018-08-21 09:18:55
"0","ACC-2988263882","POS","Michael",3208.04,2018-08-21,"M",44,"Hawthorn East","VIC",81.95,"CUS-1233833708",2018-08-21 09:23:04
"1","ACC-2153562714","SALES-POS","Linda",326.22,2018-08-21,"F",24,"Innaloo","WA",28.77,"CUS-423725039",2018-08-21 09:27:13
"1","ACC-154431271","SALES-POS","Lori",682.78,2018-08-21,"F",18,"Toowong","QLD",5.3,"CUS-3702001629",2018-08-21 09:31:22
"1","ACC-602667573","POS","Michael",6127.43,2018-08-21,"M",40,"Northbridge","NSW",12.12,"CUS-2031327464",2018-08-21 09:35:31
"1","ACC-602667573","SALES-POS","Michael",6109.89,2018-08-21,"M",40,"Prestons","NSW",17.54,"CUS-2031327464",2018-08-21 09:39:40
"1","ACC-2673069055","POS","Richard",16237.66,2018-08-21,"M",24,"Cleveland","QLD",14.68,"CUS-51506836",2018-08-21 09:43:49
"1","ACC-819621312","POS","Michele",2470.25,2018-08-21,"F",30,"Parkville","VIC",9.28,"CUS-1271030853",2018-08-21 09:47:58
"1","ACC-4258502723","SALES-POS","Kimberly",2015.46,2018-08-21,"F",24,"Newport","VIC",15.45,"CUS-3378712515",2018-08-21 09:52:06
"0","ACC-847145727","SALES-POS","Michael",52427.62,2018-08-21,"M",19,"Innaloo","WA",17.21,"CUS-1609060617",2018-08-21 09:56:15
"1","ACC-854938045","SALES-POS","James",10496.71,2018-08-21,"M",28,"Pyrmont","NSW",55.24,"CUS-4023861240",2018-08-21 10:01:05
"1","ACC-1516130869","POS","Jessica",1877.09,2018-08-21,"F",21,"Fannie Bay","NT",10.83,"CUS-325142416",2018-08-21 10:12:05
"1","ACC-588564840","POS","Isaiah",9345.53,2018-08-21,"M",23,"Kensington","NSW",19.01,"CUS-1462656821",2018-08-21 10:23:04
"1","ACC-3689607373","SALES-POS","Virginia",3526.87,2018-08-21,"F",20,"Rainbow Flat","NSW",17.59,"CUS-127297539",2018-08-21 10:34:03
"1","ACC-3771436525","POS","Derek",445.22,2018-08-21,"M",20,"Croydon","VIC",28.22,"CUS-3325710106",2018-08-21 10:45:03
"0","ACC-1608363396","SALES-POS","Robert",2892.23,2018-08-21,"M",20,"Forestville","NSW",10.11,"CUS-2688605418",2018-08-21 10:56:02
"1","ACC-182446574","POS","Tonya",4165.77,2018-08-21,"F",27,"Beechboro","WA",12.36,"CUS-3026014945",2018-08-21 11:05:25
"1","ACC-354106658","SALES-POS","Christine",7914.58,2018-08-21,"F",39,"Paddington","NSW",13.12,"CUS-2376382098",2018-08-21 11:13:53
"1","ACC-3689607373","POS","Virginia",3515.49,2018-08-21,"F",20,"Claremont","WA",11.38,"CUS-127297539",2018-08-21 11:22:22
"0","ACC-182446574","SALES-POS","Tonya",4156.02,2018-08-21,"F",27,"Applecross","WA",9.75,"CUS-3026014945",2018-08-21 11:30:50
"1","ACC-4065652575","SALES-POS","Lucas",8757.16,2018-08-21,"M",21,"Burswood","WA",15.6,"CUS-1117979751",2018-08-21 11:39:19
"1","ACC-602667573","POS","Michael",6074.8,2018-08-21,"M",40,"Sydney","NSW",35.09,"CUS-2031327464",2018-08-21 11:47:47
"1","ACC-1990648130","POS","Kaitlyn",3156.41,2018-08-21,"F",21,"Clunes","NSW",16.03,"CUS-809013380",2018-08-21 11:56:16
"1","ACC-154431271","POS","Lori",660.16,2018-08-21,"F",18,"Greenbank","QLD",22.62,"CUS-3702001629",2018-08-21 12:11:54
"1","ACC-819621312","SALES-POS","Michele",2412.15,2018-08-21,"F",30,"Bairnsdale","VIC",58.1,"CUS-1271030853",2018-08-21 12:33:11
"1","ACC-588564840","POS","Isaiah",9307.27,2018-08-21,"M",23,"Mascot","NSW",38.26,"CUS-1462656821",2018-08-21 12:54:28
"1","ACC-182446574","SALES-POS","Tonya",4105.34,2018-08-21,"F",27,"Perth","WA",50.68,"CUS-3026014945",2018-08-21 13:16:05
"1","ACC-1056639002","POS","Michael",42917.16,2018-08-21,"M",22,"Saint Kilda","VIC",39.68,"CUS-3462882033",2018-08-21 13:37:49
"1","ACC-2890243754","SALES-POS","Joseph",2041.68,2018-08-21,"M",37,"Coombabah","QLD",8.36,"CUS-2695611575",2018-08-21 13:59:33
"1","ACC-3485804958","SALES-POS","Jessica",18581.65,2018-08-21,"F",34,"Norwood","SA",27.35,"CUS-1196156254",2018-08-21 14:12:43
"1","ACC-354106658","POS","Christine",7889.84,2018-08-21,"F",39,"Ingleburn","NSW",24.74,"CUS-2376382098",2018-08-21 14:25:42
"1","ACC-182446574","POS","Tonya",4081.52,2018-08-21,"F",27,"Leederville","WA",23.82,"CUS-3026014945",2018-08-21 14:38:42
"1","ACC-3536132544","POS","Heather",1045.71,2018-08-21,"F",41,"Eastland","VIC",20.61,"CUS-2348881191",2018-08-21 14:51:41
"1","ACC-2681137560","SALES-POS","Nathaniel",2674.01,2018-08-21,"M",31,"Paddington","NSW",13.78,"CUS-2083971310",2018-08-21 15:03:06
"0","ACC-574997646","SALES-POS","Mackenzie",1487.33,2018-08-21,"F",18,"Campbelltown","NSW",25.58,"CUS-586638664",2018-08-21 15:11:43
"1","ACC-559365433","POS","Mary",1379.75,2018-08-21,"F",64,"Templestowe","VIC",20.67,"CUS-1654129794",2018-08-21 15:20:20
"0","ACC-1990648130","SALES-POS","Kaitlyn",4184.76,2018-08-21,"F",21,"Casino","NSW",8.72,"CUS-809013380",2018-08-21 15:28:57
"1","ACC-4258502723","SALES-POS","Kimberly",2005.82,2018-08-21,"F",24,"Bundoora","VIC",9.64,"CUS-3378712515",2018-08-21 15:37:35
"1","ACC-3689607373","SALES-POS","Virginia",3502.01,2018-08-21,"F",20,"Coorabie","SA",13.48,"CUS-127297539",2018-08-21 15:46:12
"1","ACC-1990648130","POS","Kaitlyn",4176.25,2018-08-21,"F",21,"Laverton","WA",8.51,"CUS-809013380",2018-08-21 15:54:49
"1","ACC-182446574","SALES-POS","Tonya",3891.76,2018-08-21,"F",27,"Wembley","WA",189.76,"CUS-3026014945",2018-08-21 16:08:41
"0","ACC-182446574","SALES-POS","Tonya",3876.7,2018-08-21,"F",27,"Saint James","WA",15.06,"CUS-3026014945",2018-08-21 16:30:26
"1","ACC-3536132544","SALES-POS","Heather",1036.63,2018-08-21,"F",41,"Mooroolbark","VIC",9.08,"CUS-2348881191",2018-08-21 16:52:10
"1","ACC-4258502723","POS","Kimberly",1996.73,2018-08-21,"F",24,"Koo Wee Rup","VIC",9.09,"CUS-3378712515",2018-08-21 17:11:51
"1","ACC-1990648130","SALES-POS","Kaitlyn",4162.31,2018-08-21,"F",21,"Newrybar","NSW",13.94,"CUS-809013380",2018-08-21 17:30:22
"1","ACC-53508546","SALES-POS","Kimberly",1922.1,2018-08-21,"F",35,"Rouse Hill","NSW",130.08,"CUS-72755508",2018-08-21 17:48:53
"1","ACC-2890243754","SALES-POS","Joseph",2029.05,2018-08-21,"M",37,"Logan Central","QLD",12.63,"CUS-2695611575",2018-08-21 18:13:19
"1","ACC-3233697971","SALES-POS","Robin",4079.28,2018-08-21,"F",34,"Sydney","NSW",8.78,"CUS-1147642491",2018-08-21 18:46:39
"1","ACC-2173390920","POS","Luis",3482.43,2018-08-21,"M",27,"Craigieburn","VIC",21.9,"CUS-3180318393",2018-08-21 19:12:29
"1","ACC-3689607373","SALES-POS","Virginia",3494.44,2018-08-21,"F",20,"Banksia Grove","WA",7.57,"CUS-127297539",2018-08-21 19:33:19
"1","ACC-819621312","SALES-POS","Michele",2401.38,2018-08-21,"F",30,"Tarneit","VIC",10.77,"CUS-1271030853",2018-08-21 19:54:09
"1","ACC-37709441","POS","Charles",7530.67,2018-08-21,"M",18,"Melbourne","VIC",13.48,"CUS-3336454548",2018-08-21 20:25:42
"1","ACC-37709441","POS","Charles",7499.95,2018-08-21,"M",18,"Varsity Lakes","QLD",30.72,"CUS-3336454548",2018-08-21 21:01:22
"1","ACC-559365433","POS","Mary",1342.7,2018-08-21,"F",64,"Ayr","QLD",37.05,"CUS-1654129794",2018-08-21 22:11:32
"1","ACC-958000567","SALES-POS","Sandra",5709.08,2018-08-21,"F",34,"Bakewell","NT",28.82,"CUS-4142663097",2018-08-21 22:49:59
